episode:1, reward: -11, mean reward: -0.11, score: -0.7797818615975132, epsilon: 0.8998980061197552, total steps: 7
episode:86, reward: -11, mean reward: -3.46, score: -6.927377178663477, epsilon: 0.8913908946943975, total steps: 510
episode:87, reward: -11, mean reward: 5.85, score: 64.39613942173808, epsilon: 0.8912058090577313, total steps: 521
episode:88, reward: -11, mean reward: 1.51, score: 7.556903307648959, epsilon: 0.8911216926827145, total steps: 526
episode:89, reward: -11, mean reward: 5.02, score: 55.18115271560808, epsilon: 0.8909366662639765, total steps: 537
episode:90, reward: -11, mean reward: -3.46, score: -6.9273772398813165, epsilon: 0.8909030294700663, total steps: 539
episode:91, reward: -11, mean reward: -7.46, score: -29.84956427017037, epsilon: 0.8908357599185267, total steps: 543
episode:92, reward: -11, mean reward: -3.46, score: -6.927348650075665, epsilon: 0.8908021271607895, total steps: 545
episode:93, reward: -11, mean reward: -12.27, score: -24.544795224729377, epsilon: 0.8907684957483358, total steps: 547
episode:94, reward: -11, mean reward: -12.24, score: -24.473451760942957, epsilon: 0.8907348656811117, total steps: 549
episode:95, reward: -11, mean reward: 1.91, score: 9.563577388054156, epsilon: 0.8906507963980779, total steps: 554
episode:96, reward: -11, mean reward: -4.32, score: -21.586580649163416, epsilon: 0.8905667355215519, total steps: 559
episode:97, reward: -11, mean reward: -12.22, score: -24.439483943818992, epsilon: 0.8905331135245754, total steps: 561
episode:98, reward: -11, mean reward: -6.47, score: -19.39532417028022, epsilon: 0.8904826830506933, total steps: 564
episode:99, reward: -11, mean reward: -12.22, score: -24.439483943818992, epsilon: 0.8904490644157484, total steps: 566
episode:100, reward: -11, mean reward: -0.13, score: -0.5198340013018807, epsilon: 0.8903818311799605, total steps: 570
episode:101, reward: -11, mean reward: -4.14, score: -12.42633940375817, epsilon: 0.8903314097827467, total steps: 573
episode:102, reward: -11, mean reward: -12.22, score: -24.438487898131037, epsilon: 0.8902977971986116, total steps: 575
episode:103, reward: -11, mean reward: 0.15, score: 0.4377988806278381, epsilon: 0.8902473808432855, total steps: 578
episode:104, reward: -11, mean reward: -1.83, score: -9.162777582512689, epsilon: 0.890163360306298, total steps: 583
episode:105, reward: -11, mean reward: 9.19, score: 82.68092919972766, epsilon: 0.8900121445112726, total steps: 592
episode:106, reward: -11, mean reward: 2.13, score: 6.400706086738921, epsilon: 0.8899617452945936, total steps: 595
episode:107, reward: -11, mean reward: 0.82, score: 4.0812631943413535, epsilon: 0.889877753319733, total steps: 600
episode:108, reward: -11, mean reward: 3.91, score: 27.359300571137723, epsilon: 0.889760178664686, total steps: 607
episode:109, reward: -11, mean reward: 0.7, score: 3.507929744705649, epsilon: 0.8896762068454805, total steps: 612
episode:110, reward: -11, mean reward: -7.37, score: -22.111937222845796, epsilon: 0.8896258277844568, total steps: 615
episode:111, reward: -11, mean reward: 0.51, score: 4.584174843610448, epsilon: 0.8894747087365779, total steps: 624
episode:112, reward: -11, mean reward: -1.37, score: -8.212986387259619, epsilon: 0.8893739778155056, total steps: 630
episode:113, reward: -11, mean reward: 6.27, score: 56.448624861023404, epsilon: 0.8892229040965415, total steps: 639
episode:114, reward: -11, mean reward: 1.96, score: 13.721424947993548, epsilon: 0.8891054211139686, total steps: 646
episode:115, reward: -11, mean reward: -12.22, score: -24.4396525510587, epsilon: 0.8890718575683995, total steps: 648
episode:116, reward: -11, mean reward: -12.27, score: -24.539557073647458, epsilon: 0.8890382953653453, total steps: 650
episode:117, reward: -11, mean reward: -3.46, score: -6.927377234917643, epsilon: 0.8890047345047523, total steps: 652
episode:118, reward: -11, mean reward: 2.43, score: 19.426225925154633, epsilon: 0.8888705044859194, total steps: 660
episode:119, reward: -11, mean reward: -12.2, score: -24.403494449674923, epsilon: 0.8888369503368274, total steps: 662
episode:120, reward: -11, mean reward: -7.69, score: -23.065883990245084, epsilon: 0.8887866216296835, total steps: 665
episode:121, reward: -11, mean reward: 2.13, score: 17.008141469151184, epsilon: 0.888652426506119, total steps: 673
episode:122, reward: -11, mean reward: -12.2, score: -24.40541099546906, epsilon: 0.8886188810799718, total steps: 675
episode:123, reward: -11, mean reward: -12.25, score: -24.504543284777014, epsilon: 0.8885853369956147, total steps: 677
episode:124, reward: -11, mean reward: -6.38, score: -31.880132799240926, epsilon: 0.888501482654702, total steps: 682
episode:125, reward: -11, mean reward: -1.09, score: -5.4256239287673225, epsilon: 0.8884176366988042, total steps: 687
episode:126, reward: -11, mean reward: 4.86, score: 38.84330612156551, epsilon: 0.8882835006081058, total steps: 695
episode:127, reward: -11, mean reward: -3.46, score: -6.9273772398813165, epsilon: 0.8882499699386994, total steps: 697
episode:128, reward: -11, mean reward: 2.78, score: 33.35598058552505, epsilon: 0.888048814085582, total steps: 709
episode:129, reward: -11, mean reward: 4.11, score: 16.427564243625653, epsilon: 0.8879817728621399, total steps: 713
episode:130, reward: -11, mean reward: -6.49, score: -19.467966963215588, epsilon: 0.8879314954641051, total steps: 716
episode:131, reward: -11, mean reward: 4.14, score: 20.682818116200252, epsilon: 0.8878477065040765, total steps: 721
episode:132, reward: -11, mean reward: -5.4, score: -16.187809883289923, epsilon: 0.887797437149782, total steps: 724
episode:133, reward: -11, mean reward: 2.31, score: 16.135481385144736, epsilon: 0.8876801537186128, total steps: 731
episode:134, reward: -11, mean reward: 0.25, score: 2.2874959913413875, epsilon: 0.8875293848605478, total steps: 740
episode:135, reward: -11, mean reward: -4.16, score: -12.473204481874049, epsilon: 0.8874791346049788, total steps: 743
episode:136, reward: -11, mean reward: 5.6, score: 50.398996859402686, epsilon: 0.8873284019270979, total steps: 752
episode:137, reward: -11, mean reward: -0.9, score: -7.189762737368206, epsilon: 0.8871944401000216, total steps: 760
episode:138, reward: -11, mean reward: -1.86, score: -11.168027361897742, epsilon: 0.8870939827947684, total steps: 766
episode:139, reward: -11, mean reward: 3.97, score: 11.910534703043652, epsilon: 0.8870437586625398, total steps: 769
episode:140, reward: -11, mean reward: -1.64, score: -14.799630370038535, epsilon: 0.8868931043452758, total steps: 778
episode:141, reward: -11, mean reward: 7.71, score: 177.25043725080272, epsilon: 0.8865082220469924, total steps: 801
episode:142, reward: -11, mean reward: 6.11, score: 24.441899536344764, epsilon: 0.8864413040659835, total steps: 805
episode:143, reward: -11, mean reward: 0.89, score: 8.90552693110699, epsilon: 0.8862740325328812, total steps: 815
episode:144, reward: -11, mean reward: -7.61, score: -22.837030660459405, epsilon: 0.8862238575961924, total steps: 818
episode:145, reward: -11, mean reward: -3.31, score: -13.234134352397199, epsilon: 0.8861569623634298, total steps: 822
episode:146, reward: -11, mean reward: -4.05, score: -16.214682723043353, epsilon: 0.8860900724820715, total steps: 826
episode:147, reward: -11, mean reward: -0.88, score: -3.5162391811104285, epsilon: 0.8860231879516899, total steps: 830
episode:148, reward: -11, mean reward: 7.19, score: 100.67398500084711, epsilon: 0.8857891342281139, total steps: 844
episode:149, reward: -11, mean reward: -3.46, score: -6.927431717354622, epsilon: 0.8857557033313671, total steps: 846
episode:150, reward: -11, mean reward: -2.04, score: -12.269759716669938, epsilon: 0.8856554186641677, total steps: 852
episode:151, reward: -11, mean reward: 1.79, score: 12.544783200262899, epsilon: 0.8855384350945957, total steps: 859
episode:152, reward: -11, mean reward: 0.48, score: 1.9054976795458458, epsilon: 0.8854715946934398, total steps: 863
episode:153, reward: -11, mean reward: 0.94, score: 4.717442814936206, epsilon: 0.8853880517111892, total steps: 868
episode:154, reward: -11, mean reward: -3.5, score: -7.003411989880107, epsilon: 0.8853546368574222, total steps: 870
episode:155, reward: -11, mean reward: 4.66, score: 23.28362806581314, epsilon: 0.8852711055703705, total steps: 875
episode:156, reward: -11, mean reward: 2.83, score: 31.0926754567299, epsilon: 0.8850873661392236, total steps: 886
episode:157, reward: -11, mean reward: -2.63, score: -13.149715257070014, epsilon: 0.8850038615779073, total steps: 891
episode:158, reward: -11, mean reward: -12.22, score: -24.4413675251035, epsilon: 0.8849704620914383, total steps: 893
episode:159, reward: -11, mean reward: 4.24, score: 16.973932449856534, epsilon: 0.8849036671263052, total steps: 897
episode:160, reward: -11, mean reward: 1.63, score: 19.588794770499078, epsilon: 0.884703314289497, total steps: 909
episode:161, reward: -11, mean reward: 2.72, score: 16.335044714679597, epsilon: 0.8846031559014058, total steps: 915
episode:162, reward: -11, mean reward: 4.72, score: 70.74160480988064, epsilon: 0.8843528125080219, total steps: 930
episode:163, reward: -11, mean reward: -3.46, score: -6.927377210099486, epsilon: 0.8843194390629949, total steps: 932
episode:164, reward: -11, mean reward: 0.25, score: 1.0108969128614689, epsilon: 0.8842526961776209, total steps: 936
episode:165, reward: -11, mean reward: -8.28, score: -24.847441298472496, epsilon: 0.8842026425174752, total steps: 939
episode:166, reward: -11, mean reward: -6.5, score: -19.496197599953923, epsilon: 0.8841525918604588, total steps: 942
episode:167, reward: -11, mean reward: 1.76, score: 10.562903373460891, epsilon: 0.8840524995550939, total steps: 948
episode:168, reward: -11, mean reward: -2.1, score: -18.86161766039885, epsilon: 0.8839023836160138, total steps: 957
episode:169, reward: -11, mean reward: -4.26, score: -25.567638750847003, epsilon: 0.883802321333837, total steps: 963
episode:170, reward: -11, mean reward: -12.3, score: -24.608996048627574, epsilon: 0.8837689699080166, total steps: 965
episode:171, reward: -11, mean reward: -0.5, score: -3.5167343967898717, epsilon: 0.8836522504227841, total steps: 972
episode:172, reward: -11, mean reward: 0.73, score: 2.9165996195902224, epsilon: 0.8835855609103663, total steps: 976
episode:173, reward: -11, mean reward: 2.0, score: 14.031091909963457, epsilon: 0.8834688671005961, total steps: 983
episode:174, reward: -11, mean reward: -12.25, score: -24.505136969320816, epsilon: 0.8834355290126783, total steps: 985
episode:175, reward: -11, mean reward: 8.67, score: 69.34122596223798, epsilon: 0.8833021899954421, total steps: 993
episode:176, reward: -11, mean reward: -12.25, score: -24.50838872905934, epsilon: 0.8832688585744751, total steps: 995
episode:177, reward: -11, mean reward: -6.27, score: -18.795381749457036, epsilon: 0.8832188639428146, total steps: 998
episode:178, reward: -11, mean reward: 3.06, score: 33.712138626446496, epsilon: 0.8830355759551651, total steps: 1009
episode:179, reward: -11, mean reward: -3.46, score: -6.92743478115333, epsilon: 0.8830022551985465, total steps: 1011
episode:180, reward: -11, mean reward: -12.29, score: -24.574273696020164, epsilon: 0.8829689357747315, total steps: 1013
episode:181, reward: -11, mean reward: -2.08, score: -16.67451432496484, epsilon: 0.8828356714064413, total steps: 1021
episode:182, reward: -11, mean reward: -12.22, score: -24.43948014986831, epsilon: 0.8828023586458447, total steps: 1023
episode:183, reward: -11, mean reward: -1.04, score: -3.1239015141095834, epsilon: 0.8827523920033402, total steps: 1026
episode:184, reward: -11, mean reward: -3.46, score: -6.92737725146327, epsilon: 0.8827190825738531, total steps: 1028
episode:185, reward: -11, mean reward: 4.64, score: 60.27331131516229, epsilon: 0.8825026037558497, total steps: 1041
episode:186, reward: -11, mean reward: 7.69, score: 353.6828293237367, epsilon: 0.8817370535674778, total steps: 1087
episode:187, reward: -11, mean reward: 3.29, score: 32.866826567875584, epsilon: 0.8815707227903965, total steps: 1097
episode:188, reward: -11, mean reward: 5.48, score: 43.80213703801478, epsilon: 0.8814376821182875, total steps: 1105
episode:189, reward: -11, mean reward: 3.53, score: 45.91352365053951, epsilon: 0.881221536421095, total steps: 1118
episode:190, reward: -11, mean reward: 4.1, score: 81.90194623017072, epsilon: 0.8808891142953841, total steps: 1138
episode:191, reward: -11, mean reward: 7.13, score: 64.15149938373668, epsilon: 0.880739567714407, total steps: 1147
episode:192, reward: -11, mean reward: 0.63, score: 1.891971422713297, epsilon: 0.8806897248356454, total steps: 1150
episode:193, reward: -11, mean reward: 5.0, score: 90.06476887130881, epsilon: 0.8803907303569399, total steps: 1168
episode:194, reward: -11, mean reward: 3.97, score: 55.51719324503436, epsilon: 0.8801582535007187, total steps: 1182
episode:195, reward: -11, mean reward: 3.24, score: 12.940627011933032, epsilon: 0.8800918434968742, total steps: 1186
episode:196, reward: -11, mean reward: 7.83, score: 54.80225503478091, epsilon: 0.8799756387733051, total steps: 1193
episode:197, reward: -11, mean reward: 8.62, score: 77.59681495295845, epsilon: 0.8798262566031245, total steps: 1202
episode:198, reward: -11, mean reward: 4.64, score: 69.62322302590906, epsilon: 0.8795773460645911, total steps: 1217
episode:199, reward: -11, mean reward: 9.92, score: 178.63334183607566, epsilon: 0.8792787519701698, total steps: 1235
episode:200, reward: -11, mean reward: -3.46, score: -6.927348589664433, epsilon: 0.8792455814835051, total steps: 1237
episode:201, reward: -11, mean reward: -3.46, score: -6.927440599337309, epsilon: 0.8792124123236335, total steps: 1239
episode:202, reward: -11, mean reward: -6.51, score: -19.52551755805323, epsilon: 0.8791626610714465, total steps: 1242
episode:203, reward: -11, mean reward: -3.46, score: -6.927377234917643, epsilon: 0.8791294952283248, total steps: 1244
episode:204, reward: -11, mean reward: 4.85, score: 33.98485274610862, epsilon: 0.8790134252240828, total steps: 1251
episode:205, reward: -11, mean reward: -3.46, score: -6.927441133788584, epsilon: 0.8789802653502757, total steps: 1253
episode:206, reward: -11, mean reward: -6.46, score: -19.378478374928598, epsilon: 0.8789305280264894, total steps: 1256
episode:207, reward: -11, mean reward: 3.97, score: 71.54432432540723, epsilon: 0.8786321667446528, total steps: 1274
episode:208, reward: -11, mean reward: -7.01, score: -28.039829887027402, epsilon: 0.8785658788228655, total steps: 1278
episode:209, reward: -11, mean reward: -12.27, score: -24.54370134413243, epsilon: 0.8785327368505564, total steps: 1280
episode:210, reward: -11, mean reward: 0.51, score: 4.586620853964142, epsilon: 0.8783836143793483, total steps: 1289
episode:211, reward: -11, mean reward: -1.08, score: -4.332099702180493, epsilon: 0.8783173463409549, total steps: 1293
episode:212, reward: -11, mean reward: 0.57, score: 2.271849003458989, epsilon: 0.8782510836037924, total steps: 1297
episode:213, reward: -11, mean reward: 3.46, score: 31.135756247921606, epsilon: 0.8781020118256063, total steps: 1306
episode:214, reward: -11, mean reward: -3.46, score: -6.927377208444916, epsilon: 0.878068888407606, total steps: 1308
episode:215, reward: -11, mean reward: -10.37, score: -31.119494179267086, epsilon: 0.8780192057647958, total steps: 1311
episode:216, reward: -11, mean reward: -12.24, score: -24.47346786619957, epsilon: 0.8779860856589717, total steps: 1313
episode:217, reward: -11, mean reward: -3.46, score: -6.92743478115333, epsilon: 0.8779529668779255, total steps: 1315
episode:218, reward: -11, mean reward: 7.91, score: 39.56564569224817, epsilon: 0.8778701757208645, total steps: 1320
episode:219, reward: -11, mean reward: 4.63, score: 64.85949071754595, epsilon: 0.8776384045211448, total steps: 1334
episode:220, reward: -11, mean reward: 7.49, score: 292.02035817677915, epsilon: 0.8769930982677743, total steps: 1373
episode:221, reward: -11, mean reward: 1.77, score: 12.370548745617207, epsilon: 0.8768773273381709, total steps: 1380
episode:222, reward: -11, mean reward: -3.46, score: -6.92737724649956, epsilon: 0.8768442529065703, total steps: 1382
episode:223, reward: -11, mean reward: 5.05, score: 151.57186161125594, epsilon: 0.87634829515703, total steps: 1412
episode:224, reward: -11, mean reward: -3.46, score: -6.927406245763564, epsilon: 0.8763152418862935, total steps: 1414
episode:225, reward: -11, mean reward: -0.83, score: -4.957295333489128, epsilon: 0.8762160900064989, total steps: 1420
episode:226, reward: -11, mean reward: -3.46, score: -6.927377215063089, epsilon: 0.8761830420238628, total steps: 1422
episode:227, reward: -11, mean reward: 6.95, score: 41.713717394298065, epsilon: 0.8760839060071, total steps: 1428
episode:228, reward: -11, mean reward: 9.57, score: 38.260342891029445, epsilon: 0.8760178219380174, total steps: 1432
episode:229, reward: -11, mean reward: 4.27, score: 12.79826400217911, epsilon: 0.8759682623555034, total steps: 1435
episode:230, reward: -11, mean reward: 4.68, score: 18.723373600016714, epsilon: 0.8759021875375429, total steps: 1439
episode:231, reward: -11, mean reward: 7.16, score: 28.652926331904908, epsilon: 0.8758361180053564, total steps: 1443
episode:232, reward: -11, mean reward: 1.17, score: 5.868936468406503, epsilon: 0.8757535385225989, total steps: 1448
episode:233, reward: -11, mean reward: 2.28, score: 13.683343879760962, epsilon: 0.8756544540431638, total steps: 1454
episode:234, reward: -11, mean reward: 4.81, score: 96.21059834153667, epsilon: 0.8753242583050967, total steps: 1474
episode:235, reward: -11, mean reward: 3.87, score: 34.80866650170944, epsilon: 0.8751757133080527, total steps: 1483
episode:236, reward: -11, mean reward: -3.46, score: -6.927377178663477, epsilon: 0.8751427069396521, total steps: 1485
episode:237, reward: -11, mean reward: -4.22, score: -25.33159241832506, epsilon: 0.8750436957556091, total steps: 1491
episode:238, reward: -11, mean reward: -4.91, score: -24.557740806111852, epsilon: 0.8749611955111146, total steps: 1496
episode:239, reward: -11, mean reward: -3.46, score: -6.9273772398813165, epsilon: 0.8749281977232544, total steps: 1498
episode:240, reward: -11, mean reward: -12.3, score: -24.608897265077488, epsilon: 0.8748952012552791, total steps: 1500
episode:241, reward: -11, mean reward: 7.95, score: 143.06984657147842, epsilon: 0.8745982924296225, total steps: 1518
episode:242, reward: -11, mean reward: -0.99, score: -2.969896369821889, epsilon: 0.8745488180163239, total steps: 1521
episode:243, reward: -11, mean reward: -3.46, score: -6.927377216717623, epsilon: 0.8745158367232335, total steps: 1523
episode:244, reward: -11, mean reward: 6.09, score: 91.35806540304051, epsilon: 0.8742685190717192, total steps: 1538
episode:245, reward: -11, mean reward: -3.46, score: -6.9273772663544335, epsilon: 0.8742355489903624, total steps: 1540
episode:246, reward: -11, mean reward: 4.27, score: 12.79997494780514, epsilon: 0.8741860963410172, total steps: 1543
episode:247, reward: -11, mean reward: 15.43, score: 169.6978436069648, epsilon: 0.8740047953436632, total steps: 1554
episode:248, reward: -11, mean reward: -12.27, score: -24.542956624466832, epsilon: 0.8739718358110444, total steps: 1556
episode:249, reward: -11, mean reward: -4.9, score: -24.511857453058568, epsilon: 0.8738894427471853, total steps: 1561
episode:250, reward: -11, mean reward: -3.46, score: -6.927377223335796, epsilon: 0.873856487828578, total steps: 1563
episode:251, reward: -11, mean reward: 8.54, score: 145.17100783739662, epsilon: 0.8735764242362251, total steps: 1580
episode:252, reward: -11, mean reward: -6.53, score: -19.604550338678656, epsilon: 0.8735270111331788, total steps: 1583
episode:253, reward: -11, mean reward: 0.16, score: 0.49267304824522284, epsilon: 0.8734776009948297, total steps: 1586
episode:254, reward: -11, mean reward: 6.54, score: 45.79778632990354, epsilon: 0.8733623222003943, total steps: 1593
episode:255, reward: -11, mean reward: 0.97, score: 8.722930979151705, epsilon: 0.8732141303200677, total steps: 1602
episode:256, reward: -11, mean reward: 7.89, score: 299.9416844592938, epsilon: 0.872588725265048, total steps: 1640
